n,S_obs,Q1,Q2,final_run_yield,chao2,share_seen,still_rising,query,model,industry
5,3,0,0,0.0,3.0,1.0,False,I want to track competitor keywords. What SEO tool should I use?,openai,saas
5,3,0,0,0.0,3.0,1.0,False,I want to track competitor keywords. What SEO tool should I use?,perplexity,saas
5,6,1,2,0.2,6.2,0.9677419354838709,True,I want to verify customer identities for payments. What tool should I use?,gemini,fintech
5,3,0,1,0.0,3.0,1.0,False,I want to verify customer identities for payments. What tool should I use?,openai,fintech
5,3,0,1,0.0,3.0,1.0,False,I want to verify customer identities for payments. What tool should I use?,perplexity,fintech
5,3,1,0,0.2,3.0,1.0,True,I want to visualize my ideas on a digital whiteboard. What do you suggest?,gemini,saas
5,3,0,0,0.0,3.0,1.0,False,I want to visualize my ideas on a digital whiteboard. What do you suggest?,openai,saas
5,3,1,0,0.2,3.0,1.0,True,I want to visualize my ideas on a digital whiteboard. What do you suggest?,perplexity,saas
5,3,0,0,0.0,3.0,1.0,False,KPMG vs Deloitte for tax consulting,gemini,consulting
5,4,0,1,0.0,4.0,1.0,False,KPMG vs Deloitte for tax consulting,openai,consulting
5,4,0,0,0.0,4.0,1.0,False,KPMG vs Deloitte for tax consulting,perplexity,consulting
5,2,0,0,0.0,2.0,1.0,False,Klarna vs Afterpay for buy now pay later,gemini,fintech
5,3,0,1,0.0,3.0,1.0,False,Klarna vs Afterpay for buy now pay later,openai,fintech
5,6,3,0,0.6,8.4,0.7142857142857143,True,Klarna vs Afterpay for buy now pay later,perplexity,fintech
5,4,1,0,0.2,4.0,1.0,True,Klarna vs Revolut for consumer finance,gemini,fintech
4,3,0,0,0.0,3.0,1.0,False,Klarna vs Revolut for consumer finance,openai,fintech
5,4,1,0,0.2,4.0,1.0,True,Klarna vs Revolut for consumer finance,perplexity,fintech
5,5,1,0,0.2,5.0,1.0,True,McKinsey vs Accenture for digital strategy,gemini,consulting
5,6,1,1,0.2,6.4,0.9375,True,McKinsey vs Accenture for digital strategy,openai,consulting
5,4,0,0,0.0,4.0,1.0,False,McKinsey vs Accenture for digital strategy,perplexity,consulting
5,5,1,0,0.2,5.0,1.0,True,McKinsey vs BCG vs Bain comparison,gemini,consulting
5,5,0,0,0.0,5.0,1.0,False,McKinsey vs BCG vs Bain comparison,openai,consulting
5,5,0,1,0.0,5.0,1.0,False,McKinsey vs BCG vs Bain comparison,perplexity,consulting
5,6,2,1,0.4,7.6,0.7894736842105263,True,McKinsey vs Roland Berger for manufacturing,gemini,consulting
5,6,0,1,0.0,6.0,1.0,False,McKinsey vs Roland Berger for manufacturing,perplexity,consulting
5,4,0,0,0.0,4.0,1.0,False,Miro vs Notion for team collaboration,gemini,saas
5,3,0,0,0.0,3.0,1.0,False,Miro vs Notion for team collaboration,openai,saas
5,5,1,0,0.2,5.0,1.0,True,Miro vs Notion for team collaboration,perplexity,saas
5,4,1,0,0.2,4.0,1.0,True,Monday.com vs Asana for project management,gemini,saas
5,5,0,2,0.0,5.0,1.0,False,Monday.com vs Asana for project management,perplexity,saas
5,4,0,0,0.0,4.0,1.0,False,Montonio vs Stripe for Baltic e-commerce,gemini,fintech
5,4,0,0,0.0,4.0,1.0,False,Montonio vs Stripe for Baltic e-commerce,perplexity,fintech
5,3,0,0,0.0,3.0,1.0,False,N26 vs Revolut as a digital bank,gemini,fintech
4,3,0,0,0.0,3.0,1.0,False,N26 vs Revolut as a digital bank,openai,fintech
5,5,1,0,0.2,5.0,1.0,True,N26 vs Revolut as a digital bank,perplexity,fintech
5,4,0,0,0.0,4.0,1.0,False,Notion vs ClickUp for productivity,gemini,saas
5,3,0,0,0.0,3.0,1.0,False,Notion vs ClickUp for productivity,openai,saas
5,4,0,0,0.0,4.0,1.0,False,Notion vs ClickUp for productivity,perplexity,saas
5,3,0,0,0.0,3.0,1.0,False,PayPal vs Block for payment processing,gemini,fintech
5,5,2,0,0.4,5.8,0.8620689655172414,True,PayPal vs Block for payment processing,perplexity,fintech
5,5,1,0,0.2,5.0,1.0,True,Philips vs GE for radiology solutions,gemini,healthtech
5,3,1,0,0.2,3.0,1.0,True,Philips vs GE for radiology solutions,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,Pipedrive vs HubSpot CRM for small teams,gemini,saas
5,3,0,0,0.0,3.0,1.0,False,Pipedrive vs HubSpot CRM for small teams,perplexity,saas
5,3,1,0,0.2,3.0,1.0,True,PwC vs EY for audit services,gemini,consulting
5,4,0,1,0.0,4.0,1.0,False,PwC vs EY for audit services,perplexity,consulting
5,5,0,1,0.0,5.0,1.0,False,Roland Berger vs BCG for European strategy,gemini,consulting
5,4,0,1,0.0,4.0,1.0,False,Roland Berger vs BCG for European strategy,openai,consulting
5,5,0,1,0.0,5.0,1.0,False,Roland Berger vs BCG for European strategy,perplexity,consulting
5,3,0,0,0.0,3.0,1.0,False,Salesforce vs HubSpot for B2B marketing,gemini,saas
5,4,0,0,0.0,4.0,1.0,False,Salesforce vs HubSpot for B2B marketing,perplexity,saas
5,4,0,1,0.0,4.0,1.0,False,Salesforce vs Pipedrive for sales teams,gemini,saas
5,4,0,0,0.0,4.0,1.0,False,Salesforce vs Pipedrive for sales teams,perplexity,saas
5,4,1,0,0.2,4.0,1.0,True,Semrush vs Ahrefs for SEO,gemini,saas
5,4,1,0,0.2,4.0,1.0,True,Semrush vs Ahrefs for SEO,openai,saas
5,3,0,0,0.0,3.0,1.0,False,Semrush vs Ahrefs for SEO,perplexity,saas
5,3,0,0,0.0,3.0,1.0,False,Shopify vs Amazon for brand building,gemini,ecommerce
5,3,1,0,0.2,3.0,1.0,True,Shopify vs Amazon for brand building,openai,ecommerce
5,3,0,0,0.0,3.0,1.0,False,Shopify vs Amazon for brand building,perplexity,ecommerce
5,2,0,0,0.0,2.0,1.0,False,Shopify vs WooCommerce for small stores,gemini,ecommerce
5,5,3,0,0.6,7.4,0.6756756756756757,True,Shopify vs WooCommerce for small stores,openai,ecommerce
5,4,2,0,0.4,4.8,0.8333333333333334,True,Shopify vs WooCommerce for small stores,perplexity,ecommerce
5,4,1,0,0.2,4.0,1.0,True,Stripe vs Adyen for enterprise payments,gemini,fintech
5,6,2,1,0.4,7.6,0.7894736842105263,True,Stripe vs Adyen for enterprise payments,perplexity,fintech
5,5,1,0,0.2,5.0,1.0,True,Stripe vs PayPal for online payments,gemini,fintech
5,4,0,1,0.0,4.0,1.0,False,Stripe vs PayPal for online payments,openai,fintech
5,3,0,0,0.0,3.0,1.0,False,Stripe vs PayPal for online payments,perplexity,fintech
5,3,0,0,0.0,3.0,1.0,False,Teladoc vs Doctolib in European market,gemini,healthtech
5,6,2,0,0.4,6.8,0.8823529411764706,True,Teladoc vs Doctolib in European market,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,Teladoc vs Kry for telehealth,gemini,healthtech
5,3,0,0,0.0,3.0,1.0,False,Teladoc vs Kry for telehealth,openai,healthtech
5,4,1,0,0.2,4.0,1.0,True,Teladoc vs Kry for telehealth,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,Temu vs Amazon for cheap products,gemini,ecommerce
5,4,2,0,0.4,4.8,0.8333333333333334,True,Temu vs Amazon for cheap products,openai,ecommerce
5,3,0,0,0.0,3.0,1.0,False,Temu vs Amazon for cheap products,perplexity,ecommerce
5,2,0,0,0.0,2.0,1.0,False,Veeva vs Medidata for clinical trials,gemini,healthtech
5,2,0,0,0.0,2.0,1.0,False,Veeva vs Medidata for clinical trials,perplexity,healthtech
5,5,1,1,0.2,5.4,0.9259259259259258,True,Veeva vs Oracle Health for life sciences,gemini,healthtech
5,4,0,0,0.0,4.0,1.0,False,Veeva vs Oracle Health for life sciences,perplexity,healthtech
5,2,0,0,0.0,2.0,1.0,False,Vinted vs eBay for secondhand shopping,gemini,ecommerce
5,2,1,0,0.2,2.0,1.0,True,Vinted vs eBay for secondhand shopping,openai,ecommerce
5,2,0,0,0.0,2.0,1.0,False,Vinted vs eBay for secondhand shopping,perplexity,ecommerce
5,4,0,0,0.0,4.0,1.0,False,What CRM options exist for startups?,gemini,saas
5,10,1,2,0.2,10.2,0.9803921568627452,True,What CRM options exist for startups?,openai,saas
5,4,0,0,0.0,4.0,1.0,False,What CRM options exist for startups?,perplexity,saas
5,5,0,1,0.0,5.0,1.0,False,What EHR systems are available for hospitals?,gemini,healthtech
5,9,4,0,0.8,13.8,0.6521739130434783,True,What EHR systems are available for hospitals?,openai,healthtech
5,5,1,1,0.2,5.4,0.9259259259259258,True,What EHR systems are available for hospitals?,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,What SEO platforms are available for agencies?,gemini,saas
5,3,0,0,0.0,3.0,1.0,False,What SEO platforms are available for agencies?,openai,saas
5,3,0,0,0.0,3.0,1.0,False,What SEO platforms are available for agencies?,perplexity,saas
5,4,2,1,0.4,5.6,0.7142857142857143,True,What alternatives exist to Amazon in the Nordics?,gemini,ecommerce
5,6,0,1,0.0,6.0,1.0,False,What alternatives exist to Amazon in the Nordics?,openai,ecommerce
5,6,0,0,0.0,6.0,1.0,False,What alternatives exist to Amazon in the Nordics?,perplexity,ecommerce
5,4,0,1,0.0,4.0,1.0,False,What alternatives exist to Epic Systems?,gemini,healthtech
5,8,1,0,0.2,8.0,1.0,True,What alternatives exist to Epic Systems?,openai,healthtech
5,6,0,1,0.0,6.0,1.0,False,What alternatives exist to Epic Systems?,perplexity,healthtech
5,9,0,1,0.0,9.0,1.0,False,What are alternatives to McKinsey?,gemini,consulting
5,10,0,0,0.0,10.0,1.0,False,What are alternatives to McKinsey?,openai,consulting
5,10,1,0,0.2,10.0,1.0,True,What are alternatives to McKinsey?,perplexity,consulting
5,9,1,0,0.2,9.0,1.0,True,What are alternatives to PayPal?,gemini,fintech
5,10,0,0,0.0,10.0,1.0,False,What are alternatives to PayPal?,openai,fintech
5,9,1,0,0.2,9.0,1.0,True,What are alternatives to PayPal?,perplexity,fintech
5,5,0,1,0.0,5.0,1.0,False,What are alternatives to Salesforce?,gemini,saas
5,6,1,0,0.2,6.0,1.0,True,What are alternatives to Salesforce?,openai,saas
5,5,0,1,0.0,5.0,1.0,False,What are alternatives to Salesforce?,perplexity,saas
5,8,0,0,0.0,8.0,1.0,False,What are the Big 4 consulting firms?,gemini,consulting
5,4,0,0,0.0,4.0,1.0,False,What are the Big 4 consulting firms?,openai,consulting
5,8,0,0,0.0,8.0,1.0,False,What are the Big 4 consulting firms?,perplexity,consulting
5,2,1,0,0.2,2.0,1.0,True,What are the best tools for visual collaboration?,gemini,saas
5,4,1,0,0.2,4.0,1.0,True,What are the best tools for visual collaboration?,openai,saas
5,5,2,0,0.4,5.8,0.8620689655172414,True,What are the best tools for visual collaboration?,perplexity,saas
5,5,1,0,0.2,5.0,1.0,True,What are the biggest e-commerce platforms?,gemini,ecommerce
5,7,2,1,0.4,8.6,0.813953488372093,True,What are the biggest e-commerce platforms?,openai,ecommerce
5,6,2,0,0.4,6.8,0.8823529411764706,True,What are the biggest e-commerce platforms?,perplexity,ecommerce
5,5,0,0,0.0,5.0,1.0,False,What are the biggest healthcare IT vendors?,gemini,healthtech
5,9,1,1,0.2,9.4,0.9574468085106382,True,What are the biggest healthcare IT vendors?,openai,healthtech
5,11,4,1,0.8,17.4,0.632183908045977,True,What are the biggest healthcare IT vendors?,perplexity,healthtech
5,7,2,3,0.4,7.533333333333333,0.9292035398230089,True,What are the fastest growing consulting firms?,gemini,consulting
5,10,1,1,0.2,10.4,0.9615384615384615,True,What are the fastest growing consulting firms?,openai,consulting
5,8,0,0,0.0,8.0,1.0,False,What are the fastest growing consulting firms?,perplexity,consulting
5,3,0,1,0.0,3.0,1.0,False,What are the fastest-growing e-commerce companies?,gemini,ecommerce
5,7,2,1,0.4,8.6,0.813953488372093,True,What are the fastest-growing e-commerce companies?,openai,ecommerce
5,4,1,0,0.2,4.0,1.0,True,What are the fastest-growing e-commerce companies?,perplexity,ecommerce
5,6,1,1,0.2,6.4,0.9375,True,What are the main BNPL providers?,gemini,fintech
5,6,0,0,0.0,6.0,1.0,False,What are the main BNPL providers?,openai,fintech
5,5,0,0,0.0,5.0,1.0,False,What are the main BNPL providers?,perplexity,fintech
5,6,2,0,0.4,6.8,0.8823529411764706,True,What are the main CRM platforms on the market?,gemini,saas
5,5,0,0,0.0,5.0,1.0,False,What are the main CRM platforms on the market?,openai,saas
5,6,0,1,0.0,6.0,1.0,False,What are the main CRM platforms on the market?,perplexity,saas
5,5,1,1,0.2,5.4,0.9259259259259258,True,What are the top 10 business software tools?,gemini,saas
5,4,1,0,0.2,4.0,1.0,True,What are the top 10 business software tools?,openai,saas
5,6,0,2,0.0,6.0,1.0,False,What are the top 10 business software tools?,perplexity,saas
5,8,0,0,0.0,8.0,1.0,False,What are the top boutique consulting firms?,gemini,consulting
5,7,2,1,0.4,8.6,0.813953488372093,True,What are the top boutique consulting firms?,openai,consulting
5,5,0,0,0.0,5.0,1.0,False,What are the top fashion e-commerce sites?,gemini,ecommerce
5,6,2,0,0.4,6.8,0.8823529411764706,True,What are the top fashion e-commerce sites?,openai,ecommerce
5,7,0,1,0.0,7.0,1.0,False,What are the top fashion e-commerce sites?,perplexity,ecommerce
5,8,2,2,0.4,8.8,0.9090909090909091,True,What are the top fintech companies in 2026?,gemini,fintech
4,9,0,0,0.0,9.0,1.0,False,What are the top fintech companies in 2026?,openai,fintech
5,10,2,0,0.4,10.8,0.9259259259259258,True,What are the top fintech companies in 2026?,perplexity,fintech
5,6,1,1,0.2,6.4,0.9375,True,What are the top health tech companies?,gemini,healthtech
5,11,3,0,0.6,13.4,0.8208955223880596,True,What are the top health tech companies?,openai,healthtech
5,8,5,1,1.0,18.0,0.4444444444444444,True,What are the top health tech companies?,perplexity,healthtech
5,6,1,1,0.2,6.4,0.9375,True,What are the top project management tools in 2026?,gemini,saas
5,7,1,1,0.2,7.4,0.9459459459459459,True,What are the top project management tools in 2026?,openai,saas
5,7,2,1,0.4,8.6,0.813953488372093,True,What are the top project management tools in 2026?,perplexity,saas
5,9,0,1,0.0,9.0,1.0,False,What are the top strategy consulting firms?,gemini,consulting
5,10,0,0,0.0,10.0,1.0,False,What are the top strategy consulting firms?,openai,consulting
5,10,1,1,0.2,10.4,0.9615384615384615,True,What are the top strategy consulting firms?,perplexity,consulting
4,4,0,1,0.0,4.0,1.0,False,What collaboration tools do companies use?,gemini,saas
5,6,0,0,0.0,6.0,1.0,False,What collaboration tools do companies use?,openai,saas
5,6,2,1,0.4,7.6,0.7894736842105263,True,What collaboration tools do companies use?,perplexity,saas
5,5,2,0,0.4,5.8,0.8620689655172414,True,What companies provide healthcare analytics?,gemini,healthtech
5,17,3,8,0.6,17.45,0.9742120343839542,True,What companies provide healthcare analytics?,openai,healthtech
5,5,0,2,0.0,5.0,1.0,False,What companies provide healthcare analytics?,perplexity,healthtech
5,8,0,2,0.0,8.0,1.0,False,What consulting firms are strongest in the Nordics?,gemini,consulting
5,10,1,0,0.2,10.0,1.0,True,What consulting firms are strongest in the Nordics?,openai,consulting
5,6,0,0,0.0,6.0,1.0,False,What consulting firms are strongest in the Nordics?,perplexity,consulting
5,8,0,0,0.0,8.0,1.0,False,What consulting firms specialize in healthcare?,gemini,consulting
5,11,1,0,0.2,11.0,1.0,True,What consulting firms specialize in healthcare?,openai,consulting
5,8,0,1,0.0,8.0,1.0,False,What consulting firms specialize in healthcare?,perplexity,consulting
5,10,0,1,0.0,10.0,1.0,False,What consulting firms work with governments?,gemini,consulting
5,10,0,0,0.0,10.0,1.0,False,What consulting firms work with governments?,openai,consulting
5,9,1,0,0.2,9.0,1.0,True,What consulting firms work with governments?,perplexity,consulting
5,5,0,0,0.0,5.0,1.0,False,What fintech companies provide business lending?,gemini,fintech
5,7,2,1,0.4,8.6,0.813953488372093,True,What fintech companies provide business lending?,openai,fintech
4,2,1,0,0.25,2.0,1.0,True,What fintech companies provide business lending?,perplexity,fintech
5,5,0,1,0.0,5.0,1.0,False,What fintech startups are disrupting banking?,gemini,fintech
5,6,2,1,0.4,7.6,0.7894736842105263,True,What fintech startups are disrupting banking?,perplexity,fintech
5,8,0,1,0.0,8.0,1.0,False,What firms provide ESG consulting?,gemini,consulting
5,10,0,0,0.0,10.0,1.0,False,What firms provide ESG consulting?,openai,consulting
5,7,2,1,0.4,8.6,0.813953488372093,True,What firms provide ESG consulting?,perplexity,consulting
5,9,1,1,0.2,9.4,0.9574468085106382,True,What firms specialize in change management?,gemini,consulting
5,10,2,0,0.4,10.8,0.9259259259259258,True,What firms specialize in change management?,openai,consulting
5,9,0,0,0.0,9.0,1.0,False,What firms specialize in change management?,perplexity,consulting
5,3,1,1,0.2,3.4,0.8823529411764706,True,What health tech startups are emerging?,gemini,healthtech
5,3,2,0,0.4,3.8,0.7894736842105263,True,What health tech startups are emerging?,perplexity,healthtech
5,5,0,0,0.0,5.0,1.0,False,What is the best CRM for small businesses?,gemini,saas
5,6,2,1,0.4,7.6,0.7894736842105263,True,What is the best CRM for small businesses?,openai,saas
5,5,0,0,0.0,5.0,1.0,False,What is the best CRM for small businesses?,perplexity,saas
5,5,0,1,0.0,5.0,1.0,False,What is the best EHR for hospitals?,gemini,healthtech
5,5,1,0,0.2,5.0,1.0,True,What is the best EHR for hospitals?,openai,healthtech
5,5,0,0,0.0,5.0,1.0,False,What is the best EHR for hospitals?,perplexity,healthtech
5,10,0,2,0.0,10.0,1.0,False,What is the best IT consulting company?,gemini,consulting
5,10,0,5,0.0,10.0,1.0,False,What is the best IT consulting company?,openai,consulting
5,11,2,1,0.4,12.6,0.873015873015873,True,What is the best IT consulting company?,perplexity,consulting
5,3,0,0,0.0,3.0,1.0,False,What is the best SEO tool in 2026?,gemini,saas
5,3,0,0,0.0,3.0,1.0,False,What is the best SEO tool in 2026?,openai,saas
5,3,0,0,0.0,3.0,1.0,False,What is the best SEO tool in 2026?,perplexity,saas
5,2,0,0,0.0,2.0,1.0,False,What is the best alternative to Amazon?,gemini,ecommerce
5,4,1,2,0.2,4.2,0.9523809523809523,True,What is the best alternative to Amazon?,openai,ecommerce
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best alternative to Amazon?,perplexity,ecommerce
5,2,0,0,0.0,2.0,1.0,False,What is the best alternative to traditional banking?,gemini,fintech
5,7,0,2,0.0,7.0,1.0,False,What is the best alternative to traditional banking?,openai,fintech
5,2,1,0,0.2,2.0,1.0,True,What is the best alternative to traditional banking?,perplexity,fintech
5,4,0,0,0.0,4.0,1.0,False,What is the best audit firm?,gemini,consulting
5,4,0,0,0.0,4.0,1.0,False,What is the best audit firm?,openai,consulting
5,6,2,0,0.4,6.8,0.8823529411764706,True,What is the best audit firm?,perplexity,consulting
5,8,0,1,0.0,8.0,1.0,False,What is the best consulting firm in Europe?,gemini,consulting
5,10,0,0,0.0,10.0,1.0,False,What is the best consulting firm in Europe?,openai,consulting
5,8,2,1,0.4,9.6,0.8333333333333334,True,What is the best consulting firm in Europe?,perplexity,consulting
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best digital health platform in the Nordics?,gemini,healthtech
5,4,1,0,0.2,4.0,1.0,True,What is the best digital health platform in the Nordics?,openai,healthtech
5,2,0,0,0.0,2.0,1.0,False,What is the best digital health platform in the Nordics?,perplexity,healthtech
5,6,0,3,0.0,6.0,1.0,False,What is the best digital wallet?,gemini,fintech
5,7,2,0,0.4,7.8,0.8974358974358975,True,What is the best digital wallet?,openai,fintech
5,4,1,0,0.2,4.0,1.0,True,What is the best digital wallet?,perplexity,fintech
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best doctor appointment booking platform?,gemini,healthtech
5,6,1,2,0.2,6.2,0.9677419354838709,True,What is the best doctor appointment booking platform?,openai,healthtech
5,1,0,0,0.0,1.0,1.0,False,What is the best doctor appointment booking platform?,perplexity,healthtech
5,3,0,1,0.0,3.0,1.0,False,What is the best e-commerce platform for small businesses?,gemini,ecommerce
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best e-commerce platform for small businesses?,openai,ecommerce
5,4,1,0,0.2,4.0,1.0,True,What is the best e-commerce platform for small businesses?,perplexity,ecommerce
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best e-commerce platform?,gemini,ecommerce
5,5,0,3,0.0,5.0,1.0,False,What is the best e-commerce platform?,openai,ecommerce
5,5,1,1,0.2,5.4,0.9259259259259258,True,What is the best e-commerce platform?,perplexity,ecommerce
5,4,0,1,0.0,4.0,1.0,False,What is the best electronic health record system?,gemini,healthtech
5,5,0,1,0.0,5.0,1.0,False,What is the best electronic health record system?,openai,healthtech
5,4,0,0,0.0,4.0,1.0,False,What is the best electronic health record system?,perplexity,healthtech
5,6,0,0,0.0,6.0,1.0,False,What is the best fintech for Baltic businesses?,gemini,fintech
5,7,2,0,0.4,7.8,0.8974358974358975,True,What is the best fintech for Baltic businesses?,openai,fintech
5,2,0,0,0.0,2.0,1.0,False,What is the best fintech for Baltic businesses?,perplexity,fintech
5,5,1,0,0.2,5.0,1.0,True,What is the best fintech for cross-border payments?,gemini,fintech
5,6,1,0,0.2,6.0,1.0,True,What is the best fintech for cross-border payments?,openai,fintech
5,5,2,1,0.4,6.6,0.7575757575757576,True,What is the best fintech for cross-border payments?,perplexity,fintech
5,7,1,0,0.2,7.0,1.0,True,What is the best firm for operations consulting?,gemini,consulting
5,10,0,1,0.0,10.0,1.0,False,What is the best firm for operations consulting?,openai,consulting
5,7,0,0,0.0,7.0,1.0,False,What is the best firm for operations consulting?,perplexity,consulting
5,7,1,1,0.2,7.4,0.9459459459459459,True,What is the best firm for risk consulting?,gemini,consulting
5,9,0,1,0.0,9.0,1.0,False,What is the best firm for risk consulting?,openai,consulting
5,9,2,1,0.4,10.6,0.8490566037735849,True,What is the best firm for risk consulting?,perplexity,consulting
5,8,0,1,0.0,8.0,1.0,False,What is the best firm for strategy consulting?,gemini,consulting
5,10,2,1,0.4,11.6,0.8620689655172414,True,What is the best firm for strategy consulting?,openai,consulting
5,8,1,0,0.2,8.0,1.0,True,What is the best firm for strategy consulting?,perplexity,consulting
5,8,0,0,0.0,8.0,1.0,False,What is the best firm for technology implementation?,gemini,consulting
5,7,3,0,0.6,9.4,0.7446808510638298,True,What is the best firm for technology implementation?,openai,consulting
5,10,3,0,0.6,12.4,0.8064516129032258,True,What is the best firm for technology implementation?,perplexity,consulting
5,2,0,0,0.0,2.0,1.0,False,What is the best free CRM software?,gemini,saas
5,3,1,0,0.2,3.0,1.0,True,What is the best free CRM software?,openai,saas
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best free CRM software?,perplexity,saas
5,7,3,0,0.6,9.4,0.7446808510638298,True,What is the best healthcare IT company?,gemini,healthtech
5,6,0,0,0.0,6.0,1.0,False,What is the best healthcare IT company?,openai,healthtech
5,12,1,4,0.2,12.1,0.9917355371900827,True,What is the best healthcare IT company?,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,What is the best healthcare platform in Europe?,gemini,healthtech
5,7,1,1,0.2,7.4,0.9459459459459459,True,What is the best healthcare platform in Europe?,openai,healthtech
5,3,2,0,0.4,3.8,0.7894736842105263,True,What is the best healthcare platform in Europe?,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,What is the best inbound marketing platform?,gemini,saas
5,7,0,3,0.0,7.0,1.0,False,What is the best inbound marketing platform?,openai,saas
5,6,2,1,0.4,7.6,0.7894736842105263,True,What is the best inbound marketing platform?,perplexity,saas
5,3,0,0,0.0,3.0,1.0,False,What is the best keyword research tool?,gemini,saas
5,4,1,0,0.2,4.0,1.0,True,What is the best keyword research tool?,openai,saas
5,4,1,0,0.2,4.0,1.0,True,What is the best keyword research tool?,perplexity,saas
5,9,1,0,0.2,9.0,1.0,True,What is the best management consulting firm?,gemini,consulting
5,10,0,1,0.0,10.0,1.0,False,What is the best management consulting firm?,openai,consulting
5,8,0,1,0.0,8.0,1.0,False,What is the best management consulting firm?,perplexity,consulting
5,2,1,0,0.2,2.0,1.0,True,What is the best marketplace for electronics in the Nordics?,gemini,ecommerce
5,3,0,1,0.0,3.0,1.0,False,What is the best marketplace for electronics in the Nordics?,openai,ecommerce
5,2,0,0,0.0,2.0,1.0,False,What is the best marketplace for electronics in the Nordics?,perplexity,ecommerce
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best marketplace for sustainable shopping?,gemini,ecommerce
4,2,1,0,0.25,2.0,1.0,True,What is the best marketplace for sustainable shopping?,perplexity,ecommerce
5,4,0,1,0.0,4.0,1.0,False,What is the best neobank in Europe?,gemini,fintech
5,4,0,0,0.0,4.0,1.0,False,What is the best neobank in Europe?,openai,fintech
5,3,0,0,0.0,3.0,1.0,False,What is the best neobank in Europe?,perplexity,fintech
5,2,0,0,0.0,2.0,1.0,False,What is the best online shopping experience?,gemini,ecommerce
5,6,3,1,0.6,9.600000000000001,0.6249999999999999,True,What is the best online shopping experience?,openai,ecommerce
5,5,0,2,0.0,5.0,1.0,False,What is the best online shopping experience?,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,What is the best patient management system?,gemini,healthtech
5,5,0,1,0.0,5.0,1.0,False,What is the best patient management system?,openai,healthtech
5,4,0,1,0.0,4.0,1.0,False,What is the best patient management system?,perplexity,healthtech
5,6,0,0,0.0,6.0,1.0,False,What is the best payment gateway for e-commerce?,gemini,fintech
5,8,2,1,0.4,9.6,0.8333333333333334,True,What is the best payment gateway for e-commerce?,openai,fintech
5,7,1,0,0.2,7.0,1.0,True,What is the best payment gateway for e-commerce?,perplexity,fintech
5,5,0,0,0.0,5.0,1.0,False,What is the best payment processor for online businesses?,gemini,fintech
5,7,1,1,0.2,7.4,0.9459459459459459,True,What is the best payment processor for online businesses?,openai,fintech
5,7,1,1,0.2,7.4,0.9459459459459459,True,What is the best payment processor for online businesses?,perplexity,fintech
5,5,2,0,0.4,5.8,0.8620689655172414,True,What is the best platform for recurring payments?,gemini,fintech
5,6,2,1,0.4,7.6,0.7894736842105263,True,What is the best platform for recurring payments?,openai,fintech
5,5,1,0,0.2,5.0,1.0,True,What is the best platform for recurring payments?,perplexity,fintech
5,4,1,0,0.2,4.0,1.0,True,What is the best platform to start an online store?,gemini,ecommerce
5,4,1,1,0.2,4.4,0.9090909090909091,True,What is the best platform to start an online store?,openai,ecommerce
5,5,1,1,0.2,5.4,0.9259259259259258,True,What is the best platform to start an online store?,perplexity,ecommerce
5,5,2,0,0.4,5.8,0.8620689655172414,True,What is the best productivity tool for startups?,gemini,saas
5,4,1,0,0.2,4.0,1.0,True,What is the best productivity tool for startups?,openai,saas
5,6,2,0,0.4,6.8,0.8823529411764706,True,What is the best productivity tool for startups?,perplexity,saas
5,2,0,0,0.0,2.0,1.0,False,What is the best telemedicine app?,gemini,healthtech
5,4,0,1,0.0,4.0,1.0,False,What is the best telemedicine app?,openai,healthtech
5,2,0,0,0.0,2.0,1.0,False,What is the best telemedicine app?,perplexity,healthtech
5,6,1,0,0.2,6.0,1.0,True,What is the best tool for team collaboration?,gemini,saas
5,4,2,0,0.4,4.8,0.8333333333333334,True,What is the best tool for team collaboration?,openai,saas
5,6,1,0,0.2,6.0,1.0,True,What is the best tool for team collaboration?,perplexity,saas
5,3,0,1,0.0,3.0,1.0,False,What is the best whiteboard tool for brainstorming?,gemini,saas
5,2,0,0,0.0,2.0,1.0,False,What is the best whiteboard tool for brainstorming?,openai,saas
5,3,1,0,0.2,3.0,1.0,True,What is the best whiteboard tool for brainstorming?,perplexity,saas
5,3,0,0,0.0,3.0,1.0,False,What is the cheapest place to shop online?,gemini,ecommerce
5,5,1,1,0.2,5.4,0.9259259259259258,True,What is the cheapest place to shop online?,openai,ecommerce
5,4,1,0,0.2,4.0,1.0,True,What is the cheapest place to shop online?,perplexity,ecommerce
